p_code,region_code,region,proposed_position,"name, surname, title",titles,number_titles,mgr,ing,phd,mba,full name,name,surname,sex,age,proposed party,affiliation,party code,elected,votes,votes_pct
108024,1,Hl. m. Praha,24,Malý Michal,nan,0,0,0,0,0,Malý Michal,Michal,Malý ,1,65,TSS,TSS,8,0,40,0.24
102107,1,Hl. m. Praha,7,Roušal Josef,nan,0,0,0,0,0,Roušal Josef,Josef,Roušal ,1,44,OtČe,BEZPP,21,0,40,2.53
140208,14,Moravskoslezský,8,Moša Zdeněk,nan,0,0,0,0,0,Moša Zdeněk,Zdeněk,Moša ,1,61,Švýcar. demokr.,BEZPP,2,0,40,2.06
1203021,12,Olomoucký,21,Ovsíková Hana,nan,0,0,0,0,0,Ovsíková Hana,Hana,Ovsíková ,0,58,Volný blok,BEZPP,3,0,40,0.76
802106,8,Královéhradecký,6,Korčkovský Gustav,nan,0,0,0,0,0,Korčkovský Gustav,Gustav,Korčkovský ,1,31,OtČe,BEZPP,21,0,40,2.3
1203011,12,Olomoucký,11,Maceják Marek,nan,0,0,0,0,0,Maceják Marek,Marek,Maceják ,1,51,Volný blok,BEZPP,3,0,40,0.76
1201603,12,Olomoucký,3,Makový Pavel,nan,0,0,0,0,0,Makový Pavel,Pavel,Makový ,1,57,Monarchiste.cz,BEZPP,16,0,40,6.72
1301019,13,Zlínský,19,Sladký Ondřej,nan,0,0,0,0,0,Sladký Ondřej,Ondřej,Sladký ,1,48,Zelení,Zelení,1,0,40,1.44
1301003,13,Zlínský,3,Bolcek Luděk,nan,0,0,0,0,0,Bolcek Luděk,Luděk,Bolcek ,1,56,PRAMENY,CESTA,10,0,40,8.75
1101401,11,Jihomoravský,1,Janeček Miloš prof. MUDr. CSc.,prof. MUDr. CSc.,3,0,0,0,0,Janeček Miloš ,Miloš ,Janeček ,1,70,SENIOŘI,BEZPP,14,0,40,7.27
14022026,14,Moravskoslezský,26,Přikryl Marek,nan,0,0,0,0,0,Přikryl Marek,Marek,Přikryl ,1,37,Moravané,BEZPP,22,0,40,1.41
14018031,14,Moravskoslezský,31,Lengyel Peter,nan,0,0,0,0,0,Lengyel Peter,Peter,Lengyel ,1,38,KSČM,KSČM,18,0,40,0.17
1301006,13,Zlínský,6,Bolcková Hana,nan,0,0,0,0,0,Bolcková Hana,Hana,Bolcková ,0,49,PRAMENY,CESTA,10,0,39,8.53
403016,4,Plzeňský,16,Brychová Petra,nan,0,0,0,0,0,Brychová Petra,Petra,Brychová ,0,35,Volný blok,BEZPP,3,0,39,1.06
1002101,10,Vysočina,1,Denk Petr Ing.,Ing.,1,0,1,0,0,Denk Petr ,Petr ,Denk ,1,45,OtČe,OtČe,21,0,39,3.7
801016,8,Královéhradecký,16,Hrudka Petr Bc.,Bc.,1,0,0,0,0,Hrudka Petr ,Petr ,Hrudka ,1,30,Zelení,Zelení,1,0,39,1.22
808014,8,Královéhradecký,14,Picek Ivan Mgr.,Mgr.,1,1,0,0,0,Picek Ivan ,Ivan ,Picek ,1,55,TSS,TSS,8,0,39,0.45
12012016,12,Olomoucký,16,Srovnal Pavel Ing.,Ing.,1,0,1,0,0,Srovnal Pavel ,Pavel ,Srovnal ,1,70,PŘÍSAHA,BEZPP,12,0,39,0.25
301016,3,Jihočeský,16,Váchová Věra PhDr.,PhDr.,1,0,0,0,0,Váchová Věra ,Věra ,Váchová ,0,72,Zelení,Zelení,1,0,39,1.16
50305,5,Karlovarský,5,Liguš Štefan,nan,0,0,0,0,0,Liguš Štefan,Štefan,Liguš ,1,59,Volný blok,BOS,3,0,39,1.92
201015,2,Středočeský,15,Kofroňová Iva Mgr. Ing.,Mgr. Ing.,2,1,1,0,0,Kofroňová Iva ,Iva ,Kofroňová ,0,56,Zelení,Zelení,1,0,39,0.56
208031,2,Středočeský,31,Wachtl Ernest,nan,0,0,0,0,0,Wachtl Ernest,Ernest,Wachtl ,1,57,TSS,BEZPP,8,0,39,0.21
208033,2,Středočeský,33,Šváb Petr,nan,0,0,0,0,0,Šváb Petr,Petr,Šváb ,1,68,TSS,TSS,8,0,39,0.21
401001,4,Plzeňský,1,Seko Miroslav,nan,0,0,0,0,0,Seko Miroslav,Miroslav,Seko ,1,47,PRAMENY,BEZPP,10,0,39,6.23
708013,7,Liberecký,13,Vostenak John Bc. MBA,Bc. MBA,2,0,0,0,1,Vostenak John ,John ,Vostenak ,1,64,TSS,TSS,8,0,39,0.63
1201017,12,Olomoucký,17,Zámec Radim Mgr. Ph.D.,Mgr. Ph.D.,2,1,0,1,0,Zámec Radim ,Radim ,Zámec ,1,41,Zelení,Zelení,1,0,39,1.34
902103,9,Pardubický,3,Trylč Ondřej,nan,0,0,0,0,0,Trylč Ondřej,Ondřej,Trylč ,1,28,OtČe,BEZPP,21,0,39,2.97
1003013,10,Vysočina,13,Štěpnička Roman,nan,0,0,0,0,0,Štěpnička Roman,Roman,Štěpnička ,1,39,Volný blok,Volný blok,3,0,39,1.22
1003017,10,Vysočina,17,Kujal Miroslav,nan,0,0,0,0,0,Kujal Miroslav,Miroslav,Kujal ,1,62,Volný blok,Volný blok,3,0,39,1.22
1102205,11,Jihomoravský,5,Novotný František,nan,0,0,0,0,0,Novotný František,František,Novotný ,1,68,Moravané,Moravané,22,0,39,0.95
2021010,2,Středočeský,10,Krška Jakub,nan,0,0,0,0,0,Krška Jakub,Jakub,Krška ,1,24,OtČe,BEZPP,21,0,39,1.01
10021011,10,Vysočina,11,Brabec Miloš,nan,0,0,0,0,0,Brabec Miloš,Miloš,Brabec ,1,61,OtČe,BEZPP,21,0,39,3.7
11018032,11,Jihomoravský,32,Procházka Michal,nan,0,0,0,0,0,Procházka Michal,Michal,Procházka ,1,43,KSČM,BEZPP,18,0,39,0.17
1201006,12,Olomoucký,6,Bílková Kateřina Bc.,Bc.,1,0,0,0,0,Bílková Kateřina ,Kateřina ,Bílková ,0,48,PRAMENY,CESTA,10,0,38,5.9
203010,2,Středočeský,10,Dunajová Jana,nan,0,0,0,0,0,Dunajová Jana,Jana,Dunajová ,0,57,Volný blok,Volný blok,3,0,38,0.57
801017,8,Královéhradecký,17,Kulíšek Petr Mgr.,Mgr.,1,1,0,0,0,Kulíšek Petr ,Petr ,Kulíšek ,1,49,Zelení,Zelení,1,0,38,1.19
505010,5,Karlovarský,10,Neubauer Miloslav Ing.,Ing.,1,0,1,0,0,Neubauer Miloslav ,Miloslav ,Neubauer ,1,73,ČSSD,ČSSD,5,0,38,0.77
40203,4,Plzeňský,3,Netíková Magda Ing.,Ing.,1,0,1,0,0,Netíková Magda ,Magda ,Netíková ,0,63,Švýcar. demokr.,BEZPP,2,0,38,4.44
1103026,11,Jihomoravský,26,Susanszki Jarmila Belinda,nan,0,0,0,0,0,Susanszki Jarmila ,Jarmila ,Susanszki ,0,58,Volný blok,Volný blok,3,0,38,0.41
102109,1,Hl. m. Praha,9,Olšanová Alena,nan,0,0,0,0,0,Olšanová Alena,Alena,Olšanová ,0,35,OtČe,OtČe,21,0,38,2.4
303018,3,Jihočeský,18,Homolka Otto,nan,0,0,0,0,0,Homolka Otto,Otto,Homolka ,1,41,Volný blok,BEZPP,3,0,38,1.01
30203,3,Jihočeský,3,Raždíková Růžena,nan,0,0,0,0,0,Raždíková Růžena,Růžena,Raždíková ,0,60,Švýcar. demokr.,Švýcar. demokr.,2,0,38,3.66
903014,9,Pardubický,14,Jahl Rudolf,nan,0,0,0,0,0,Jahl Rudolf,Rudolf,Jahl ,1,45,Volný blok,Volný blok,3,0,38,0.88
1003010,10,Vysočina,10,Vaněk Ivo,nan,0,0,0,0,0,Vaněk Ivo,Ivo,Vaněk ,1,53,Volný blok,TSS,3,0,38,1.19
1012016,1,Hl. m. Praha,16,Dědič Jiří,nan,0,0,0,0,0,Dědič Jiří,Jiří,Dědič ,1,75,PŘÍSAHA,BEZPP,12,0,38,0.17
140702,14,Moravskoslezský,2,Stejskalová Iveta,nan,0,0,0,0,0,Stejskalová Iveta,Iveta,Stejskalová ,0,55,ANS,ANS,7,0,38,8.71
902104,9,Pardubický,4,Svobodová Pavlína,nan,0,0,0,0,0,Svobodová Pavlína,Pavlína,Svobodová ,0,56,OtČe,BEZPP,21,0,38,2.89
7021012,7,Liberecký,12,Stejskal Petr,nan,0,0,0,0,0,Stejskal Petr,Petr,Stejskal ,1,34,OtČe,BEZPP,21,0,38,3.12
11022024,11,Jihomoravský,24,Fajtl Martin,nan,0,0,0,0,0,Fajtl Martin,Martin,Fajtl ,1,35,Moravané,BEZPP,22,0,38,0.93
12022015,12,Olomoucký,15,Berková Miluše Mgr.,Mgr.,1,1,0,0,0,Berková Miluše ,Miluše ,Berková ,0,68,Moravané,BEZPP,22,0,37,1.32
20702,2,Středočeský,2,Čejková Blanka,nan,0,0,0,0,0,Čejková Blanka,Blanka,Čejková ,0,54,ANS,ANS,7,0,37,4.53
1001018,10,Vysočina,18,Kotouček Jiří Mgr.,Mgr.,1,1,0,0,0,Kotouček Jiří ,Jiří ,Kotouček ,1,32,Zelení,Zelení,1,0,37,1.6
120205,12,Olomoucký,5,Navrátil Jiří Mgr.,Mgr.,1,1,0,0,0,Navrátil Jiří ,Jiří ,Navrátil ,1,64,Švýcar. demokr.,BEZPP,2,0,37,4.05
1402208,14,Moravskoslezský,8,Ondračka Miroslav DiS.,DiS.,1,0,0,0,0,Ondračka Miroslav ,Miroslav ,Ondračka ,1,46,Moravané,Moravané,22,0,37,1.31
9012013,9,Pardubický,13,Horáková Vlasta,nan,0,0,0,0,0,Horáková Vlasta,Vlasta,Horáková ,0,68,PŘÍSAHA,BEZPP,12,0,37,0.27
2010021,2,Středočeský,21,Kahounová Daniela,nan,0,0,0,0,0,Kahounová Daniela,Daniela,Kahounová ,0,41,PRAMENY,BEZPP,10,0,37,3.51
80308,8,Královéhradecký,8,Kodetová Alena,nan,0,0,0,0,0,Kodetová Alena,Alena,Kodetová ,0,56,Volný blok,BEZPP,3,0,37,0.93
901001,9,Pardubický,1,Zimmermannová Bolcková Lenka Mgr.,Mgr.,1,1,0,0,0,Zimmermannová Bolcková Lenka ,Lenka ,Zimmermannová Bolcková ,0,41,PRAMENY,CESTA,10,0,37,6.8
108023,1,Hl. m. Praha,23,Vyhnalík Jiří,nan,0,0,0,0,0,Vyhnalík Jiří,Jiří,Vyhnalík ,1,65,TSS,TSS,8,0,37,0.23
120203,12,Olomoucký,3,Smékal Jaroslav Ing. Bc.,Ing. Bc.,2,0,1,0,0,Smékal Jaroslav ,Jaroslav ,Smékal ,1,65,Švýcar. demokr.,BEZPP,2,0,37,4.05
302103,3,Jihočeský,3,Postl Tomáš,nan,0,0,0,0,0,Postl Tomáš,Tomáš,Postl ,1,34,OtČe,BEZPP,21,0,37,2.47
601021,6,Ústecký,21,Elexa Marek,nan,0,0,0,0,0,Elexa Marek,Marek,Elexa ,1,48,Zelení,Zelení,1,0,37,0.76
40201,4,Plzeňský,1,Soldánová Věra,nan,0,0,0,0,0,Soldánová Věra,Věra,Soldánová ,0,57,Švýcar. demokr.,BEZPP,2,0,37,4.32
1403027,14,Moravskoslezský,27,Srncová Jana,nan,0,0,0,0,0,Srncová Jana,Jana,Srncová ,0,52,Volný blok,Volný blok,3,0,37,0.31
1403031,14,Moravskoslezský,31,Ďuriš Antonín,nan,0,0,0,0,0,Ďuriš Antonín,Antonín,Ďuriš ,1,65,Volný blok,JEDNOTNÍ,3,0,37,0.31
12022016,12,Olomoucký,16,Černý Slavomír,nan,0,0,0,0,0,Černý Slavomír,Slavomír,Černý ,1,42,Moravané,Moravané,22,0,37,1.32
101027,1,Hl. m. Praha,27,Ballay Verona Bc.,Bc.,1,0,0,0,0,Ballay Verona ,Verona ,Ballay ,0,39,Zelení,Zelení,1,0,36,0.59
203024,2,Středočeský,24,Čajková Martina,nan,0,0,0,0,0,Čajková Martina,Martina,Čajková ,0,51,Volný blok,BEZPP,3,0,36,0.54
502104,5,Karlovarský,4,Čiháková Veronika,nan,0,0,0,0,0,Čiháková Veronika,Veronika,Čiháková ,0,34,OtČe,BEZPP,21,0,36,3.79
8018015,8,Královéhradecký,15,Hais Karel JUDr.,JUDr.,1,0,0,0,0,Hais Karel ,Karel ,Hais ,1,68,KSČM,BEZPP,18,0,36,0.35
1402203,14,Moravskoslezský,3,Hájek Zdeněk JUDr.,JUDr.,1,0,0,0,0,Hájek Zdeněk ,Zdeněk ,Hájek ,1,66,Moravané,BEZPP,22,0,36,1.27
40106,4,Plzeňský,6,Požárek Václav Ing.,Ing.,1,0,1,0,0,Požárek Václav ,Václav ,Požárek ,1,47,Zelení,Zelení,1,0,36,1.24
901007,9,Pardubický,7,Bartoníček Tomáš Ing. Ph.D.,Ing. Ph.D.,2,0,1,1,0,Bartoníček Tomáš ,Tomáš ,Bartoníček ,1,44,PRAMENY,CESTA,10,0,36,6.61
802102,8,Královéhradecký,2,Pavelec Jakub,nan,0,0,0,0,0,Pavelec Jakub,Jakub,Pavelec ,1,44,OtČe,BEZPP,21,0,36,2.07
802103,8,Královéhradecký,3,Dvořák Jiří,nan,0,0,0,0,0,Dvořák Jiří,Jiří,Dvořák ,1,45,OtČe,BEZPP,21,0,36,2.07
1001601,10,Vysočina,1,Holub Jindřich,nan,0,0,0,0,0,Holub Jindřich,Jindřich,Holub ,1,53,Monarchiste.cz,Monarchiste.cz,16,0,36,9.72
1008019,10,Vysočina,19,Paulát Pavel,nan,0,0,0,0,0,Paulát Pavel,Pavel,Paulát ,1,64,TSS,TSS,8,0,36,0.49
1203019,12,Olomoucký,19,Šuba Jiří,nan,0,0,0,0,0,Šuba Jiří,Jiří,Šuba ,1,65,Volný blok,BEZPP,3,0,36,0.68
1202102,12,Olomoucký,2,Lorenc Ivo,nan,0,0,0,0,0,Lorenc Ivo,Ivo,Lorenc ,1,38,OtČe,BEZPP,21,0,36,4.34
505011,5,Karlovarský,11,Behenský Jiří Ing.,Ing.,1,0,1,0,0,Behenský Jiří ,Jiří ,Behenský ,1,75,ČSSD,ČSSD,5,0,35,0.7
201005,2,Středočeský,5,Černá Jitka Ing.,Ing.,1,0,1,0,0,Černá Jitka ,Jitka ,Černá ,0,46,PRAMENY,BEZPP,10,0,35,3.32
2021031,2,Středočeský,31,Haklová Tereza,nan,0,0,0,0,0,Haklová Tereza,Tereza,Haklová ,0,21,OtČe,BEZPP,21,0,35,0.91
201605,2,Středočeský,5,Špaček Michal Mgr.,Mgr.,1,1,0,0,0,Špaček Michal ,Michal ,Špaček ,1,36,Monarchiste.cz,Monarchiste.cz,16,0,35,2.46
1103033,11,Jihomoravský,33,Koblížková Miroslava,nan,0,0,0,0,0,Koblížková Miroslava,Miroslava,Koblížková ,0,56,Volný blok,Volný blok,3,0,35,0.37
105022,1,Hl. m. Praha,22,Novák Viktor Ing.,Ing.,1,0,1,0,0,Novák Viktor ,Viktor ,Novák ,1,60,ČSSD,ČSSD,5,0,35,0.13
301007,3,Jihočeský,7,Marková Bára,nan,0,0,0,0,0,Marková Bára,Bára,Marková ,0,45,PRAMENY,CESTA,10,0,35,5.75
102103,1,Hl. m. Praha,3,Dvořák Jaroslav,nan,0,0,0,0,0,Dvořák Jaroslav,Jaroslav,Dvořák ,1,46,OtČe,SPOZ,21,0,35,2.21
60702,6,Ústecký,2,Novák Ivo,nan,0,0,0,0,0,Novák Ivo,Ivo,Novák ,1,44,ANS,ANS,7,0,35,8.51
201606,2,Středočeský,6,Kostrůnek Vladimír,nan,0,0,0,0,0,Kostrůnek Vladimír,Vladimír,Kostrůnek ,1,38,Monarchiste.cz,Monarchiste.cz,16,0,35,2.46
602107,6,Ústecký,7,Týr Tomáš Mgr. MBA,Mgr. MBA,2,1,0,0,1,Týr Tomáš ,Tomáš ,Týr ,1,37,OtČe,BEZPP,21,0,35,1.57
702104,7,Liberecký,4,Novotná Martina,nan,0,0,0,0,0,Novotná Martina,Martina,Novotná ,0,41,OtČe,BEZPP,21,0,35,2.88
1012034,1,Hl. m. Praha,34,Klůs Zdeněk,nan,0,0,0,0,0,Klůs Zdeněk,Zdeněk,Klůs ,1,69,PŘÍSAHA,BEZPP,12,0,35,0.16
1101002,11,Jihomoravský,2,Jurnečka Michal,nan,0,0,0,0,0,Jurnečka Michal,Michal,Jurnečka ,1,42,PRAMENY,BEZPP,10,0,35,3.67
1201005,12,Olomoucký,5,Holínka Petr,nan,0,0,0,0,0,Holínka Petr,Petr,Holínka ,1,43,PRAMENY,CESTA,10,0,35,5.43
1303013,13,Zlínský,13,Slouk Roman,nan,0,0,0,0,0,Slouk Roman,Roman,Slouk ,1,53,Volný blok,Volný blok,3,0,35,0.64
1302102,13,Zlínský,2,Pazdera Lukáš,nan,0,0,0,0,0,Pazdera Lukáš,Lukáš,Pazdera ,1,34,OtČe,BEZPP,21,0,35,4.64
1403024,14,Moravskoslezský,24,Zemánek Petr,nan,0,0,0,0,0,Zemánek Petr,Petr,Zemánek ,1,53,Volný blok,BEZPP,3,0,35,0.29
201030,2,Středočeský,30,Dytrych Jan Ing.,Ing.,1,0,1,0,0,Dytrych Jan ,Jan ,Dytrych ,1,67,Zelení,Zelení,1,0,34,0.49
14016036,14,Moravskoslezský,36,Dratvová Eva MUDr.,MUDr.,1,0,0,0,0,Dratvová Eva ,Eva ,Dratvová ,0,60,Monarchiste.cz,BEZPP,16,0,34,4.09
801005,8,Královéhradecký,5,Koťátko Zdeněk Ing.,Ing.,1,0,1,0,0,Koťátko Zdeněk ,Zdeněk ,Koťátko ,1,43,PRAMENY,CESTA,10,0,34,5.47
201031,2,Středočeský,31,Kraus Pavel Mgr.,Mgr.,1,1,0,0,0,Kraus Pavel ,Pavel ,Kraus ,1,47,Zelení,Zelení,1,0,34,0.49
101022,1,Hl. m. Praha,22,Kunc Daniel Ing.,Ing.,1,0,1,0,0,Kunc Daniel ,Daniel ,Kunc ,1,49,Zelení,Zelení,1,0,34,0.56
140704,14,Moravskoslezský,4,Mašlík Karel Mgr.,Mgr.,1,1,0,0,0,Mašlík Karel ,Karel ,Mašlík ,1,54,ANS,SPR-RSČMS,7,0,34,7.79
10012015,10,Vysočina,15,Holzmanová Bohuslava,nan,0,0,0,0,0,Holzmanová Bohuslava,Bohuslava,Holzmanová ,0,62,PŘÍSAHA,BEZPP,12,0,34,0.23
1018029,1,Hl. m. Praha,29,Plachý Rostislav PhDr.,PhDr.,1,0,0,0,0,Plachý Rostislav ,Rostislav ,Plachý ,1,68,KSČM,KSČM,18,0,34,0.25
40701,4,Plzeňský,1,Sedláček Jan Mgr.,Mgr.,1,1,0,0,0,Sedláček Jan ,Jan ,Sedláček ,1,26,ANS,ND,7,0,34,11.29
301018,3,Jihočeský,18,Tomek Bronislav Bc.,Bc.,1,0,0,0,0,Tomek Bronislav ,Bronislav ,Tomek ,1,40,Zelení,Zelení,1,0,34,1.01
13022013,13,Zlínský,13,Křižková Jana,nan,0,0,0,0,0,Křižková Jana,Jana,Křižková ,0,41,Moravané,Moravané,22,0,34,1.31
303016,3,Jihočeský,16,Křížová Andrea,nan,0,0,0,0,0,Křížová Andrea,Andrea,Křížová ,0,47,Volný blok,Volný blok,3,0,34,0.9
103029,1,Hl. m. Praha,29,Šperling Josef,nan,0,0,0,0,0,Šperling Josef,Josef,Šperling ,1,49,Volný blok,Volný blok,3,0,34,0.72
402106,4,Plzeňský,6,Šobr Ina Bc. DiS.,Bc. DiS.,2,0,0,0,0,Šobr Ina ,Ina ,Šobr ,1,33,OtČe,BEZPP,21,0,34,2.49
201024,2,Středočeský,24,Vedral Vladimír,nan,0,0,0,0,0,Vedral Vladimír,Vladimír,Vedral ,1,53,Zelení,Zelení,1,0,34,0.49
301001,3,Jihočeský,1,Kugler Jaroslav,nan,0,0,0,0,0,Kugler Jaroslav,Jaroslav,Kugler ,1,29,PRAMENY,BEZPP,10,0,34,5.59
14010014,14,Moravskoslezský,14,Poživilová Marcela,nan,0,0,0,0,0,Poživilová Marcela,Marcela,Poživilová ,0,34,PRAMENY,BEZPP,10,0,34,4.34
803014,8,Královéhradecký,14,Černovská Jitka,nan,0,0,0,0,0,Černovská Jitka,Jitka,Černovská ,0,50,Volný blok,BEZPP,3,0,34,0.86
8021010,8,Královéhradecký,10,Štelmáková Veronika,nan,0,0,0,0,0,Štelmáková Veronika,Veronika,Štelmáková ,0,34,OtČe,BEZPP,21,0,34,1.95
13012021,13,Zlínský,21,Šuráňová Jana,nan,0,0,0,0,0,Šuráňová Jana,Jana,Šuráňová ,0,66,PŘÍSAHA,BEZPP,12,0,34,0.25
3016018,3,Jihočeský,18,Grulich Josef doc. PhDr. Ph.D.,doc. PhDr. Ph.D.,3,0,0,1,0,Grulich Josef ,Josef ,Grulich ,1,53,Monarchiste.cz,BEZPP,16,0,34,5.29
4016014,4,Plzeňský,14,Pouza Ludvík,nan,0,0,0,0,0,Pouza Ludvík,Ludvík,Pouza ,1,42,Monarchiste.cz,BEZPP,16,0,34,4.61
703010,7,Liberecký,10,Vosáhlová Eva,nan,0,0,0,0,0,Vosáhlová Eva,Eva,Vosáhlová ,0,71,Volný blok,BEZPP,3,0,34,1.07
12022014,12,Olomoucký,14,Procházka Ladislav,nan,0,0,0,0,0,Procházka Ladislav,Ladislav,Procházka ,1,44,Moravané,BEZPP,22,0,34,1.21
603016,6,Ústecký,16,Beširevičová Eva,nan,0,0,0,0,0,Beširevičová Eva,Eva,Beširevičová ,0,70,Volný blok,BEZPP,3,0,33,0.7
301014,3,Jihočeský,14,Dominová Jaroslava,nan,0,0,0,0,0,Dominová Jaroslava,Jaroslava,Dominová ,0,65,Zelení,Zelení,1,0,33,0.98
13012012,13,Zlínský,12,Kouřil Jan Mgr.,Mgr.,1,1,0,0,0,Kouřil Jan ,Jan ,Kouřil ,1,65,PŘÍSAHA,BEZPP,12,0,33,0.24
1402206,14,Moravskoslezský,6,Hetmánková Miroslava Bc.,Bc.,1,0,0,0,0,Hetmánková Miroslava ,Miroslava ,Hetmánková ,0,67,Moravané,Moravané,22,0,33,1.16
1201023,12,Olomoucký,23,Lužný Ivo Ing.,Ing.,1,0,1,0,0,Lužný Ivo ,Ivo ,Lužný ,1,64,Zelení,Zelení,1,0,33,1.13
101028,1,Hl. m. Praha,28,Raška Tomáš Ing.,Ing.,1,0,1,0,0,Raška Tomáš ,Tomáš ,Raška ,1,55,Zelení,Zelení,1,0,33,0.54
102106,1,Hl. m. Praha,6,Janečková Anežka,nan,0,0,0,0,0,Janečková Anežka,Anežka,Janečková ,0,23,OtČe,BEZPP,21,0,33,2.09
2021032,2,Středočeský,32,Koblicová Pavlína,nan,0,0,0,0,0,Koblicová Pavlína,Pavlína,Koblicová ,0,40,OtČe,BEZPP,21,0,33,0.86
30708,3,Jihočeský,8,Strakatý Otto,nan,0,0,0,0,0,Strakatý Otto,Otto,Strakatý ,1,55,ANS,BEZPP,7,0,33,6.88
201027,2,Středočeský,27,Jirka Jan,nan,0,0,0,0,0,Jirka Jan,Jan,Jirka ,1,40,Zelení,Zelení,1,0,33,0.48
302105,3,Jihočeský,5,Slavík Lukáš,nan,0,0,0,0,0,Slavík Lukáš,Lukáš,Slavík ,1,38,OtČe,BEZPP,21,0,33,2.2
701001,7,Liberecký,1,Machala Petr,nan,0,0,0,0,0,Machala Petr,Petr,Machala ,1,53,PRAMENY,BEZPP,10,0,33,8.63
1002103,10,Vysočina,3,Bradáč Kryštof,nan,0,0,0,0,0,Bradáč Kryštof,Kryštof,Bradáč ,1,26,OtČe,BEZPP,21,0,33,3.13
1101601,11,Jihomoravský,1,Novotný Jiří,nan,0,0,0,0,0,Novotný Jiří,Jiří,Novotný ,1,44,Monarchiste.cz,BEZPP,16,0,33,4.42
1103025,11,Jihomoravský,25,Vidrmert Milan,nan,0,0,0,0,0,Vidrmert Milan,Milan,Vidrmert ,1,64,Volný blok,Volný blok,3,0,33,0.35
1402102,14,Moravskoslezský,2,Ťapal Marek,nan,0,0,0,0,0,Ťapal Marek,Marek,Ťapal ,1,43,OtČe,BEZPP,21,0,33,1.71
9021013,9,Pardubický,13,Brožek Jan,nan,0,0,0,0,0,Brožek Jan,Jan,Brožek ,1,41,OtČe,BEZPP,21,0,33,2.51
14022023,14,Moravskoslezský,23,Zajacová Marie,nan,0,0,0,0,0,Zajacová Marie,Marie,Zajacová ,0,36,Moravané,BEZPP,22,0,33,1.16
14022029,14,Moravskoslezský,29,Minařík Jiří,nan,0,0,0,0,0,Minařík Jiří,Jiří,Minařík ,1,51,Moravané,BEZPP,22,0,33,1.16
803013,8,Královéhradecký,13,Cermanová Vladimíra,nan,0,0,0,0,0,Cermanová Vladimíra,Vladimíra,Cermanová ,0,59,Volný blok,BEZPP,3,0,32,0.81
203013,2,Středočeský,13,Dufková Jana Berenika,nan,0,0,0,0,0,Dufková Jana ,Jana ,Dufková ,0,45,Volný blok,Volný blok,3,0,32,0.48
1301007,13,Zlínský,7,Havlová Kateřina Ing.,Ing.,1,0,1,0,0,Havlová Kateřina ,Kateřina ,Havlová ,0,45,PRAMENY,BEZPP,10,0,32,7
401020,4,Plzeňský,20,Pelcl Petr Mgr.,Mgr.,1,1,0,0,0,Pelcl Petr ,Petr ,Pelcl ,1,45,Zelení,BEZPP,1,0,32,1.1
702102,7,Liberecký,2,Pokorný Jiří Mgr.,Mgr.,1,1,0,0,0,Pokorný Jiří ,Jiří ,Pokorný ,1,58,OtČe,OtČe,21,0,32,2.63
1402204,14,Moravskoslezský,4,Přikryl Daniel Bc.,Bc.,1,0,0,0,0,Přikryl Daniel ,Daniel ,Přikryl ,1,39,Moravané,Moravané,22,0,32,1.13
1101904,11,Jihomoravský,4,Ševčík Vladan Ing.,Ing.,1,0,1,0,0,Ševčík Vladan ,Vladan ,Ševčík ,1,47,MZH,MZH,19,0,32,3.02
1012017,1,Hl. m. Praha,17,Šilhavý Václav Mgr.,Mgr.,1,1,0,0,0,Šilhavý Václav ,Václav ,Šilhavý ,1,66,PŘÍSAHA,BEZPP,12,0,32,0.14
1101013,11,Jihomoravský,13,Staněk Michal Ing.,Ing.,1,0,1,0,0,Staněk Michal ,Michal ,Staněk ,1,48,Zelení,Zelení,1,0,32,0.57
801602,8,Královéhradecký,2,Novák Libor Ing.,Ing.,1,0,1,0,0,Novák Libor ,Libor ,Novák ,1,63,Monarchiste.cz,Monarchiste.cz,16,0,32,7.3
120204,12,Olomoucký,4,Jaroš Oldřich,nan,0,0,0,0,0,Jaroš Oldřich,Oldřich,Jaroš ,1,63,Švýcar. demokr.,BEZPP,2,0,32,3.5
301602,3,Jihočeský,2,Círus Vojtěch,nan,0,0,0,0,0,Círus Vojtěch,Vojtěch,Círus ,1,25,Monarchiste.cz,Monarchiste.cz,16,0,32,4.98
602108,6,Ústecký,8,Banovský Jiří,nan,0,0,0,0,0,Banovský Jiří,Jiří,Banovský ,1,52,OtČe,BEZPP,21,0,32,1.44
702106,7,Liberecký,6,Janeček Michal,nan,0,0,0,0,0,Janeček Michal,Michal,Janeček ,1,37,OtČe,BEZPP,21,0,32,2.63
10012017,10,Vysočina,17,Randová Irena,nan,0,0,0,0,0,Randová Irena,Irena,Randová ,0,67,PŘÍSAHA,BEZPP,12,0,32,0.22
901206,9,Pardubický,6,Klembara Vojtěch,nan,0,0,0,0,0,Klembara Vojtěch,Vojtěch,Klembara ,1,64,PŘÍSAHA,BEZPP,12,0,32,0.23
902106,9,Pardubický,6,Felkl Petr,nan,0,0,0,0,0,Felkl Petr,Petr,Felkl ,1,53,OtČe,BEZPP,21,0,32,2.43
1018027,1,Hl. m. Praha,27,Kopal Vladislav,nan,0,0,0,0,0,Kopal Vladislav,Vladislav,Kopal ,1,67,KSČM,KSČM,18,0,32,0.23
1102103,11,Jihomoravský,3,Knitl Aleš,nan,0,0,0,0,0,Knitl Aleš,Aleš,Knitl ,1,54,OtČe,BEZPP,21,0,32,2.08
